Session Key,Protocol,Src IP,Src Port,Dst IP,Dst Port,Init Ts,Last Ts,Ts,Duration,Mac Addr,Label,Fwd IAT Min,Fwd IAT Max,Fwd IAT Sum,Fwd IAT Ave,Fwd IAT Std,Bwd IAT Min,Bwd IAT Max,Bwd IAT Sum,Bwd IAT Ave,Bwd IAT Std,Flow IAT Min,Flow IAT Max,Flow IAT Ave,Flow IAT Std,Fwd Flag Ack Num,Bwd Flag Ack Num,F/Bwd Flag Ack Ratio,Fwd Flag Ack Speed,Bwd Flag Ack Speed,Fwd Flag Cwr Num,Bwd Flag Cwr Num,F/Bwd Flag Cwr Ratio,Fwd Flag Cwr Speed,Bwd Flag Cwr Speed,Fwd Flag Ecn Num,Bwd Flag Ecn Num,F/Bwd Flag Ecn Ratio,Fwd Flag Ecn Speed,Bwd Flag Ecn Speed,Fwd Flag Fin Num,Bwd Flag Fin Num,F/Bwd Flag Fin Ratio,Fwd Flag Fin Speed,Bwd Flag Fin Speed,Fwd Flag Ns Num,Bwd Flag Ns Num,F/Bwd Flag Ns Ratio,Fwd Flag Ns Speed,Bwd Flag Ns Speed,Fwd Flag Push Num,Bwd Flag Push Num,F/Bwd Flag Push Ratio,Fwd Flag Push Speed,Bwd Flag Push Speed,Fwd Flag Res Num,Bwd Flag Res Num,F/Bwd Flag Res Ratio,Fwd Flag Res Speed,Bwd Flag Res Speed,Fwd Flag Reset Num,Bwd Flag Reset Num,F/Bwd Flag Reset Ratio,Fwd Flag Reset Speed,Bwd Flag Reset Speed,Fwd Flag Syn Num,Bwd Flag Syn Num,F/Bwd Flag Syn Ratio,Fwd Flag Syn Speed,Bwd Flag Syn Speed,Fwd Flag Urg Num,Bwd Flag Urg Num,F/Bwd Flag Urg Ratio,Fwd Flag Urg Speed,Bwd Flag Urg Speed,Fwd Pkt Len Min,Fwd Pkt Len Max,Fwd Pkt Len Sum,Fwd Pkt Len Ave,Fwd Pkt Len Std,Bwd Pkt Len Min,Bwd Pkt Len Max,Bwd Pkt Len Sum,Bwd Pkt Len Ave,Bwd Pkt Len Std,Flow Pkt Len Min,Flow Pkt Len Max,Flow Pkt Len Ave,Flow Pkt Len Std,Fwd Pkt Num,Bwd Pkt Num,F/Bwd Pkt Ratio,Fwd Pkt Speed,Bwd Pkt Speed,Fwd Byte Num,Bwd Byte Num,F/Bwd Byte Ratio,Fwd Byte Speed,Bwd Byte Speed
ICMPv6 fe80::20c:c:c:c 0 ff02::1a 0 155 1,ICMPv6,fe80::20c:c:c:c,0,ff02::1a,0,42:06.4,42:06.4,1.6222E+15,0,"{'0x0000ffff', '00:0c:00:0c:00:0c:00:0c'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0
UDP ::201:1:1:1 5555 ::20b:b:b:b 6666,UDP,::201:1:1:1,5555,::20b:b:b:b,6666,42:06.5,42:06.5,1.6222E+15,0,"{'00:0b:00:0b:00:0b:00:0b', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0
ICMPv6 ::201:1:1:1 0 ::206:6:6:6 0 155 2,ICMPv6,::201:1:1:1,0,::206:6:6:6,0,42:07.0,42:07.0,1.6222E+15,0,"{'00:06:00:06:00:06:00:06', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,85,85,0,85,85,85,0,0,1,0,0,0,0,85,0,0,0
ICMPv6 ::201:1:1:1 0 ::206:6:6:6 0 155 3,ICMPv6,::201:1:1:1,0,::206:6:6:6,0,42:07.1,42:07.1,1.6222E+15,0,"{'00:06:00:06:00:06:00:06', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,0,0,0,0,0,43,43,43,0,1,0,0,0,0,43,0,0,0,0
ICMPv6 fe80::20a:a:a:a 0 ff02::1a 0 155 1,ICMPv6,fe80::20a:a:a:a,0,ff02::1a,0,42:07.2,42:07.2,1.6222E+15,0,"{'00:0a:00:0a:00:0a:00:0a', '0x0000ffff'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0
ICMPv6 fe80::20b:b:b:b 0 ff02::1a 0 155 1,ICMPv6,fe80::20b:b:b:b,0,ff02::1a,0,42:07.8,42:07.8,1.6222E+15,0,"{'0x0000ffff', '00:0b:00:0b:00:0b:00:0b'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0
ICMPv6 fe80::208:8:8:8 0 fe80::209:9:9:9 0 155 1,ICMPv6,fe80::208:8:8:8,0,fe80::209:9:9:9,0,42:07.8,42:12.1,1.6222E+15,4291000,"{'00:08:00:08:00:08:00:08', '00:09:00:09:00:09:00:09'}",Normal,1.09800005,3.19299984,4.290999889,2.145499945,1.481388558,0,0,0,0,0,1.09800005,3.19299984,2.145499945,1.481388558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,306,102,0,0,0,0,0,0,102,102,102,0,3,0,0,0.69913773,0,306,0,0,71.31204847,0
ICMPv6 ::201:1:1:1 0 ::205:5:5:5 0 155 2,ICMPv6,::201:1:1:1,0,::205:5:5:5,0,42:08.2,42:08.2,1.6222E+15,0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,85,85,0,85,85,85,0,0,1,0,0,0,0,85,0,0,0
ICMPv6 ::201:1:1:1 0 ::205:5:5:5 0 155 3,ICMPv6,::201:1:1:1,0,::205:5:5:5,0,42:08.2,42:08.2,1.6222E+15,0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,0,0,0,0,0,43,43,43,0,1,0,0,0,0,43,0,0,0,0
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 128 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,42:08.9,42:13.9,1.6222E+15,4956328,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0,0,0,0,0,0.007335901,0.247664213,4.956327915,0.055689078,0.055587822,0.007335901,0.247664213,0.055689078,0.055587822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,6480,72,0,72,72,72,0,0,90,0,0,18.15860452,0,6480,0,0,1307.419525
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 129 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,42:09.0,42:14.0,1.6222E+15,4983000,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0.00433588,0.129047871,4.98300004,0.032357143,0.02118188,0,0,0,0,0,0.00433588,0.129047871,0.032357143,0.02118188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,11160,72,0,0,0,0,0,0,72,72,72,0,155,0,0,31.10575958,0,11160,0,0,2239.61469,0
ICMPv6 fe80::207:7:7:7 0 ff02::1a 0 155 1,ICMPv6,fe80::207:7:7:7,0,ff02::1a,0,42:09.5,42:09.5,1.6222E+15,0,"{'0x0000ffff', '00:07:00:07:00:07:00:07'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,42:09.8,42:14.8,1.6222E+15,5000000,set(),Normal,0.003335953,0.081039906,5,0.018656716,0.011682555,0,0,0,0,0,0.003335953,0.081039906,0.018656716,0.011682555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1345,5,0,0,0,0,0,0,5,5,5,0,269,0,0,53.8,0,1345,0,0,269,0
ICMPv6 ::201:1:1:1 0 ::204:4:4:4 0 155 2,ICMPv6,::201:1:1:1,0,::204:4:4:4,0,42:10.0,42:10.1,1.6222E+15,45664,"{'00:04:00:04:00:04:00:04', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0.045663834,0.045663834,0.045663834,0.045663834,0,0.045663834,0.045663834,0.045663834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,170,85,0,85,85,85,0,0,2,0,0,43.798178,0,170,0,0,3722.84513
ICMPv6 ::201:1:1:1 0 ::204:4:4:4 0 155 3,ICMPv6,::201:1:1:1,0,::204:4:4:4,0,42:10.1,42:10.1,1.6222E+15,0,"{'00:04:00:04:00:04:00:04', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,0,0,0,0,0,43,43,43,0,1,0,0,0,0,43,0,0,0,0
UDP ::201:1:1:1 5555 ::206:6:6:6 6666,UDP,::201:1:1:1,5555,::206:6:6:6,6666,42:10.1,42:14.7,1.6222E+15,4577000,"{'00:06:00:06:00:06:00:06', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.576999903,4.576999903,4.576999903,4.576999903,0,4.576999903,4.576999903,4.576999903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,67.5,0.707106781,67,68,67.5,0.707106781,0,2,0,0,0.436967446,0,135,0,0,29.4953026
UDP ::201:1:1:1 5555 ::20c:c:c:c 6666,UDP,::201:1:1:1,5555,::20c:c:c:c,6666,42:10.6,42:15.4,1.6222E+15,4834000,"{'00:0c:00:0c:00:0c:00:0c', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.833999872,4.833999872,4.833999872,4.833999872,0,4.833999872,4.833999872,4.833999872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,67.5,0.707106781,67,68,67.5,0.707106781,0,2,0,0,0.413736036,0,135,0,0,27.92718246
UDP ::201:1:1:1 5555 ::204:4:4:4 6666,UDP,::201:1:1:1,5555,::204:4:4:4,6666,42:10.6,42:10.6,1.6222E+15,0,"{'00:04:00:04:00:04:00:04', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0
ICMPv6 fe80::206:6:6:6 0 ff02::1a 0 155 1,ICMPv6,fe80::206:6:6:6,0,ff02::1a,0,42:10.9,42:10.9,1.6222E+15,0,"{'0x0000ffff', '00:06:00:06:00:06:00:06'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0
ICMPv6 ::201:1:1:1 0 ::202:2:2:2 0 155 2,ICMPv6,::201:1:1:1,0,::202:2:2:2,0,42:11.3,42:11.5,1.6222E+15,185328,"{'00:02:00:02:00:02:00:02', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0.185328007,0.185328007,0.185328007,0.185328007,0,0.185328007,0.185328007,0.185328007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,170,85,0,85,85,85,0,0,2,0,0,10.79167746,0,170,0,0,917.292584
ICMPv6 ::201:1:1:1 0 ::202:2:2:2 0 155 3,ICMPv6,::201:1:1:1,0,::202:2:2:2,0,42:11.3,42:11.3,1.6222E+15,0,"{'00:02:00:02:00:02:00:02', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,0,0,0,0,0,43,43,43,0,1,0,0,0,0,43,0,0,0,0
UDP ::201:1:1:1 5555 ::207:7:7:7 6666,UDP,::201:1:1:1,5555,::207:7:7:7,6666,42:11.3,42:15.6,1.6222E+15,4287000,"{'00:07:00:07:00:07:00:07', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.286999941,4.286999941,4.286999941,4.286999941,0,4.286999941,4.286999941,4.286999941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,67.5,0.707106781,67,68,67.5,0.707106781,0,2,0,0,0.466526709,0,135,0,0,31.49055283
UDP ::201:1:1:1 5555 ::202:2:2:2 6666,UDP,::201:1:1:1,5555,::202:2:2:2,6666,42:11.5,42:11.5,1.6222E+15,0,"{'00:02:00:02:00:02:00:02', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,67,67,67,0,0,1,0,0,0,0,67,0,0,0
ICMPv6 fe80::205:5:5:5 0 ff02::1a 0 155 1,ICMPv6,fe80::205:5:5:5,0,ff02::1a,0,42:11.8,42:11.8,1.6222E+15,0,"{'0x0000ffff', '00:05:00:05:00:05:00:05'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0
ICMPv6 fe80::209:9:9:9 0 ff02::1a 0 155 1,ICMPv6,fe80::209:9:9:9,0,ff02::1a,0,42:12.4,42:12.4,1.6222E+15,0,"{'0x0000ffff', '00:09:00:09:00:09:00:09'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0
UDP ::201:1:1:1 5555 ::20b:b:b:b 6666,UDP,::201:1:1:1,5555,::20b:b:b:b,6666,42:12.5,42:16.7,1.6222E+15,4215000,"{'00:0b:00:0b:00:0b:00:0b', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.214999914,4.214999914,4.214999914,4.214999914,0,4.214999914,4.214999914,4.214999914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,134,67,0,67,67,67,0,0,2,0,0,0.474495848,0,134,0,0,31.79122183
ICMPv6 fe80::204:4:4:4 0 ff02::1a 0 155 1,ICMPv6,fe80::204:4:4:4,0,ff02::1a,0,42:12.5,42:12.5,1.6222E+15,0,"{'0x0000ffff', '00:04:00:04:00:04:00:04'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0
ICMPv6 fe80::201:1:1:1 0 ff02::1a 0 155 1,ICMPv6,fe80::201:1:1:1,0,ff02::1a,0,42:12.7,42:12.7,1.6222E+15,0,"{'0x0000ffff', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0
UDP ::201:1:1:1 5555 ::205:5:5:5 6666,UDP,::201:1:1:1,5555,::205:5:5:5,6666,42:13.6,42:17.7,1.6222E+15,4170000,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.170000076,4.170000076,4.170000076,4.170000076,0,4.170000076,4.170000076,4.170000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,67.5,0.707106781,67,68,67.5,0.707106781,0,2,0,0,0.479616307,0,135,0,0,32.37410072
ICMPv6 fe80::20a:a:a:a 0 ff02::1a 0 155 1,ICMPv6,fe80::20a:a:a:a,0,ff02::1a,0,42:13.8,42:17.2,1.6222E+15,3379000,"{'00:0a:00:0a:00:0a:00:0a', '0x0000ffff'}",Normal,3.378999949,3.378999949,3.378999949,3.378999949,0,0,0,0,0,0,3.378999949,3.378999949,3.378999949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,194,97,0,0,0,0,0,0,97,97,97,0,2,0,0,0.591891092,0,194,0,0,57.41343593,0
ICMPv6 fe80::208:8:8:8 0 ff02::1a 0 155 0,ICMPv6,fe80::208:8:8:8,0,ff02::1a,0,42:13.9,42:13.9,1.6222E+15,0,"{'0x0000ffff', '00:08:00:08:00:08:00:08'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,27,27,0,0,0,0,0,0,27,27,27,0,1,0,0,0,0,27,0,0,0,0
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 128 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,42:14.0,42:19.0,1.6222E+15,4984336,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0,0,0,0,0,0.007335901,0.335000038,4.984336138,0.040523058,0.046062636,0.007335901,0.335000038,0.040523058,0.046062636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,8928,72,0,72,72,72,0,0,124,0,0,24.8779376,0,8928,0,0,1791.211507
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 129 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,42:14.0,42:19.0,1.6222E+15,4992000,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0.00433588,0.187999964,4.991999865,0.033503355,0.028490298,0,0,0,0,0,0.00433588,0.187999964,0.033503355,0.028490298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,10800,72,0,0,0,0,0,0,72,72,72,0,150,0,0,30.04807692,0,10800,0,0,2163.461538,0
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,42:14.8,42:19.8,1.6222E+15,4994008,set(),Normal,0.003335953,0.072335958,4.994008064,0.017646672,0.010768414,0,0,0,0,0,0.003335953,0.072335958,0.017646672,0.010768414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1420,5,0,0,0,0,0,0,5,5,5,0,284,0,0,56.86815079,0,1420,0,0,284.340754,0
ICMPv6 fe80::20c:c:c:c 0 ff02::1a 0 155 1,ICMPv6,fe80::20c:c:c:c,0,ff02::1a,0,42:14.9,42:14.9,1.6222E+15,0,"{'0x0000ffff', '00:0c:00:0c:00:0c:00:0c'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0
ICMPv6 fe80::202:2:2:2 0 ff02::1a 0 155 1,ICMPv6,fe80::202:2:2:2,0,ff02::1a,0,42:14.9,42:14.9,1.6222E+15,0,"{'0x0000ffff', '00:02:00:02:00:02:00:02'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0
ICMPv6 fe80::208:8:8:8 0 fe80::209:9:9:9 0 155 1,ICMPv6,fe80::208:8:8:8,0,fe80::209:9:9:9,0,42:15.4,42:15.4,1.6222E+15,0,"{'00:08:00:08:00:08:00:08', '00:09:00:09:00:09:00:09'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,102,102,0,0,0,0,0,0,102,102,102,0,1,0,0,0,0,102,0,0,0,0
UDP ::201:1:1:1 5555 ::204:4:4:4 6666,UDP,::201:1:1:1,5555,::204:4:4:4,6666,42:15.6,42:15.6,1.6222E+15,0,"{'00:04:00:04:00:04:00:04', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0
UDP ::201:1:1:1 5555 ::20a:a:a:a 6666,UDP,::201:1:1:1,5555,::20a:a:a:a,6666,42:15.7,42:20.4,1.6222E+15,4651000,"{'00:0a:00:0a:00:0a:00:0a', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.651000023,4.651000023,4.651000023,4.651000023,0,4.651000023,4.651000023,4.651000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,0.430015051,0,136,0,0,29.24102344
UDP ::201:1:1:1 5555 ::209:9:9:9 6666,UDP,::201:1:1:1,5555,::209:9:9:9,6666,42:15.9,42:15.9,1.6222E+15,0,"{'00:09:00:09:00:09:00:09', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,67,67,67,0,0,1,0,0,0,0,67,0,0,0
